一	〔一一｜yiaa〕
蓟	〔艹刂｜jicd〕
蓬	〔艹辶｜pgcz〕
蓑	〔艹𧘇｜socy〕
蒿	〔艹口｜hcck〕
蒺	〔艹矢｜jicu〕
蓠	〔艹丶｜licd〕
蒟	〔艹口｜juck〕
蒡	〔艹方｜bhcf〕
蓄	〔艹田｜xuct〕
蒹	〔艹ㄟ｜jmcn〕
蒴	〔艹月｜uoco〕
蒲	〔艹甫｜pucf〕
蒗	〔艹良｜lhcl〕
蓉	〔艹口｜rsck〕
蒙	〔艹ㄟ｜mgcu・mgcn〕
蓂	〔艹八｜mkcb〕
蓥	〔艹金｜ykcj〕
颐	〔匚人｜yikr〕
蒸	〔艹灬｜vgch〕
献	〔十犬｜xmuq〕
蓣	〔艹人｜yucr〕
楔	〔木大｜xpmd〕
椿	〔木日｜iymo〕
楠	〔木干｜njmg〕
禁	〔木小｜jbmx〕
楂	〔木一｜iama・vama〕
楚	〔木人｜iumr〕
楝	〔木柬｜lmmj〕
楷	〔木白｜jpmb・kdmb〕
榄	〔木见下｜ljme〕
想	〔木心｜xlmx〕
楫	〔木耳｜jime〕
楞	〔木方｜lgmf〕
楸	〔木火｜qqmh〕
椴	〔木又｜drmy〕
槐	〔木鬼｜hkmg〕
槌	〔木辶｜ivmz〕
楯	〔木目｜uymo・dymo〕
榆	〔木刂｜yumd〕
榇	〔木朩｜ifmm〕
榈	〔木口｜lvmk〕
槎	〔木工｜iamg〕
楼	〔木女｜lzmn〕
榉	〔木丨｜juml〕
楦	〔木一｜xrma〕
概	〔木フ｜gdmv〕
楣	〔木目｜mwmo〕
楹	〔木皿｜ykmm〕
椽	〔木豕shǐ｜irmu〕
裘	〔求𧘇｜qqqy〕
赖	〔束人｜ldur〕
剽	〔西刂｜pnxd〕
甄	〔西瓦｜vfxw〕
酮	〔酉yǒu口｜tsyk〕
酰	〔酉yǒu儿｜xmye〕
酯	〔酉yǒu日｜viyo〕
酪	〔酉yǒu口｜lcyk〕
酩	〔酉yǒu口｜mkyk〕
酬	〔酉yǒu州｜izyv〕
蜃	〔厂虫｜ufii〕
感	〔戌xū心｜gjxx〕
碛	〔石人｜qiur〕
碍	〔石寸｜aiuc〕
碘	〔石八｜dmub〕
碓	〔石｜dvuf〕
碑	〔石十｜bwuu〕
硼	〔石月｜pguo〕
碉	〔石口｜dnuk〕
碎	〔石十｜svuu〕
碚	〔石口｜bwuk〕
碰	〔石亚｜pguy〕
碇	〔石人｜dkur〕
碗	〔石フ｜wjuv〕
碌	〔石氺｜lquu・luuu〕
碜	〔石ノ｜ifup〕
鹌	〔大鸟｜andn〕
尴	〔尢皿｜gjym〕
雷	〔雨田｜lwyt〕
零	〔雨｜lkys〕
雾	〔雨力｜wuyl〕
雹	〔雨巳sì｜bcys〕
辏	〔车天｜czit〕
辐	〔车田｜fuit〕
辑	〔车耳｜jiie〕
辒	〔车皿｜wfim〕
输	〔车刂｜uuid〕
督	〔上目｜duuo〕
频	〔止人｜pbvr〕
龃	〔止且｜juvq〕
龄	〔止｜lkvs〕
龅	〔止巳sì｜bcvs〕
龆	〔止口｜tnvk〕
觜	〔止用｜zivy・zvvy〕
訾	〔止口｜zivk〕
粲	〔丨米｜cjlm〕
虞	〔虍天｜yuht〕
鉴	〔丨金｜jmlj〕
睛	〔目月｜jkoo〕
睹	〔目日｜duoo〕
睦	〔目土｜muot〕
瞄	〔目田｜mnot〕
睚	〔目土｜yaot〕
嗪	〔口禾｜qbkh〕
睫	〔目人｜jpor〕
韪	〔日韦｜wwow〕
嗷	〔口攵｜aokw〕
嗉	〔口小｜sukx〕
睡	〔目垂｜uvoi〕
睨	〔目儿｜nioe〕
睢	〔目｜svof・hvof〕
雎	〔且｜juqf〕
睥	〔目十｜biou・piou〕
睬	〔目木｜cdom〕
嘟	〔口阝｜duke〕
嗜	〔口日｜uiko〕
嗑	〔口皿｜kekm〕
嗫	〔口又｜npky〕
嗬	〔口口｜hekk〕
嗔	〔口八｜ifkb〕
鄙	〔口阝｜bike〕
嗦	〔口小｜sokx〕
嗝	〔口丨｜gekl〕
愚	〔禺yú心｜yuyx〕
戥	〔日戈｜dgog〕
嗄	〔口夂｜aakw・uakw〕
暖	〔日又｜nroy〕
盟	〔日皿｜mgom〕
煦	〔日灬｜xuoh〕
歇	〔日人｜xpor〕
暗	〔日日｜anoo〕
暅	〔日一｜xroa〕
暄	〔日一｜xroa〕
暇	〔日又｜xxoy〕
照	〔日灬｜vcoh〕
遢	〔辶习｜tazx〕
暌	〔日天｜kvot〕
畸	〔田口｜jitk〕
跬	〔土｜kvzt〕
跨	〔亏｜kxzk〕
跶	〔辶｜dazz〕
跷	〔兀｜qnzw〕
跸	〔十｜bizu〕
跣	〔儿｜xmze〕
跹	〔辶｜xmzz〕
跳	〔丶｜tnzd〕
跺	〔木｜dozm〕
跪	〔フ｜gvzv〕
路	〔口｜luzk〕
跻	〔丨｜jizl〕
跤	〔乂｜jnzx〕
跟	〔艮｜gfzg〕
遣	〔辶㠯｜qmzk〕
蛸	〔虫月｜xnio〕
蜈	〔虫天｜wuit〕
蜎	〔虫月｜yrio〕
蜗	〔虫内｜woin〕
蛾	〔虫我｜eeiw〕
蜊	〔虫刂｜liid〕
蜍	〔虫余下｜iuih〕
蜉	〔虫子｜fuiz〕
蜂	〔虫丰｜fgif〕
蜣	〔虫羌｜qliv〕
蜕	〔虫儿｜tvie〕
畹	〔田フ｜wjtv〕
蛹	〔虫用｜ysiy〕
嗣	〔口口｜sikk〕
嗯	〔口心｜ogkx・onkx・enkx〕
嗅	〔口犬｜xqkq〕
嗥	〔口十｜hcku〕
嗲	〔口夕｜dxkx〕
嗳	〔口又｜aiky〕
嗡	〔口习｜wgkx〕
嗌	〔口皿｜aikm・yikm〕
嗍	〔口月｜soko〕
嗨	〔口母｜hdkm〕
嗤	〔口虫｜iiki〕
嗵	〔口辶｜tskz〕
嗓	〔口木｜shkm〕
署	〔罒日｜uuso〕
置	〔罒具上｜visq〕
罨	〔罒电｜yjsd〕
罪	〔罒非｜zvsf〕
罩	〔罒十｜vcsu〕
蜀	〔罒虫｜uusi〕
幌	〔巾兀｜hljw〕
嵊	〔山ㄟ｜ugen〕
嵩	〔山口｜ssek〕
嵴	〔山月｜jieo〕
骰	〔骨又｜tzgy〕
锖	〔钅月｜qljo〕
锗	〔钅日｜vejo〕
错	〔钅日｜cojo〕
锘	〔钅口｜nojk〕
锚	〔钅田｜mcjt〕
锛	〔钅廾｜bfjc〕
锜	〔钅口｜qijk〕
锝	〔钅寸｜dejc〕
锞	〔钅果｜kejg〕
锟	〔钅匕｜kyjb〕
锡	〔钅勿｜xijw〕
锢	〔钅口｜gujk〕
锣	〔钅夕｜lojx〕
锤	〔钅垂｜ivji〕
锥	〔钅｜vvjf〕
锦	〔钅巾｜jbjj〕
锧	〔钅人｜vijr〕
锨	〔钅人｜xmjr〕
锪	〔钅心｜hojx〕
锫	〔钅口｜pwjk〕
锩	〔钅フ｜jrjv〕
锬	〔钅火｜tjjh〕
锭	〔钅人｜dkjr〕
键	〔钅廴｜jmjz〕
锯	〔钅口｜jujk〕
锰	〔钅皿｜mgjm〕
锱	〔钅田｜zijt〕
矮	〔矢女｜aiun〕
雉	〔矢｜viuf〕
氲	〔气皿｜yyqm〕
犏	〔牛艹｜pmnc〕
辞	〔千十｜ciqu〕
歃	〔千人｜uaqr〕
稞	〔禾果｜kehg〕
稚	〔禾｜vihf〕
稗	〔禾十｜bdhu〕
稔	〔禾心｜rfhx〕
稠	〔禾口｜izhk〕
颓	〔禾人｜tvhr〕
愁	〔禾心｜izhx〕
筹	〔寸｜izvc〕
筠	〔冫｜jyvd・yyvd〕
筢	〔巴｜pavb〕
筮	〔人｜uivr〕
筻	〔更｜ghvg〕
筲	〔月｜ucvo〕
筼	〔人｜yyvr〕
筱	〔攵｜xnvw〕
签	〔一｜qmva〕
简	〔日｜jmvo〕
筷	〔夬guài｜kkvg〕
毁	〔臼又｜hvjy〕
舅	〔臼力｜jqjl〕
鼠	〔臼フ｜uujv〕
牒	〔片木｜dppm〕
煲	〔亻火｜bcrh〕
催	〔亻｜cvrf〕
傻	〔亻夂｜uarw〕
像	〔亻ㄟ｜xlrn〕
躲	〔身木｜doum〕
鹎	〔ノ鸟｜bwpn〕
魁	〔鬼十｜kvgu〕
敫	〔白攵｜jnbw〕
僇	〔亻ノ｜lurp〕
衙	〔彳chì亍chù｜yaii〕
微	〔彳chì攵｜wwiw〕
徭	〔彳chì缶fǒu｜ycif〕
愆	〔彳chì心｜qmix〕
艄	〔舟月｜ucvo〕
觎	〔人见下｜yure〕
毹	〔人毛｜uurm〕
愈	〔人心｜yurx〕
遥	〔辶缶fǒu｜yczf〕
貊	〔豸zhì百｜movb〕
貅	〔豸zhì木｜xqvm〕
貉	〔豸zhì口｜hcvk・hevk・movk〕
颔	〔人人｜hjrr〕
腻	〔月人｜nior〕
腠	〔月天｜czot〕
腩	〔月干｜njog〕
腰	〔月女｜ycon〕
腼	〔月面｜mmom〕
腽	〔月皿｜waom〕
腥	〔月生｜xkou〕
腮	〔月心｜sdox〕
腭	〔月亏｜eeok〕
腹	〔月夂｜fuow〕
腺	〔月水｜xmou〕
腧	〔月刂｜uuod〕
鹏	〔月鸟｜pgon〕
塍	〔月土｜igot〕
媵	〔月女｜ykon〕
腾	〔月马｜tgom〕
腿	〔月辶｜tvoz〕
詹	〔口｜vjdk〕
鲅	〔鱼丶｜baad〕
鲆	〔鱼平｜pkap〕
鲇	〔鱼口｜nmak〕
鲈	〔鱼尸｜luau〕
鲉	〔鱼由｜yzay〕
鲊	〔鱼乍｜vaav〕
稣	〔鱼禾｜suah〕
鲋	〔鱼寸｜fuac〕
鲌	〔鱼白｜boab・baab〕
鲍	〔鱼巳sì｜bcas〕
鲏	〔鱼又｜piay〕
鲐	〔鱼口｜tdak〕
肄	〔匕聿yù｜yiby〕
猿	〔犭𧘇｜yrqy〕
颖	〔匕人｜ykbr〕
鹐	〔鸟｜qmdn〕
飔	〔几心｜sijx〕
飕	〔几又｜szjy〕
觥	〔兀｜gsdw〕
触	〔虫｜iudi〕
解	〔牛｜jpdn・xpdn〕
遛	〔辶田｜lqzt〕
煞	〔灬｜uadh〕
雏	〔｜iudf〕
馌	〔饣皿｜yeum〕
馍	〔饣大｜moud〕
馏	〔饣田｜lqut〕
馐	〔饣丑｜xqui〕
酱	〔冫酉yǒu｜jldy〕
鹑	〔亠鸟｜iywn〕
禀	〔亠小｜bkwx〕
亶	〔亠一｜djwa〕
廒	〔广攵｜aogw〕
瘃	〔疒ㄟ｜vubn〕
痱	〔疒非｜fwbf〕
痹	〔疒丨｜bibl〕
痼	〔疒口｜gubk〕
廓	〔广阝｜koge〕
痴	〔疒口｜iibk〕
痿	〔疒女｜wwbn〕
瘐	〔疒臾yú｜yuby〕
瘁	〔疒十｜cvbu〕
瘅	〔疒丨｜djbl〕
痰	〔疒火｜tjbh〕
瘆	〔疒ノ｜ufbp〕
廉	〔广ㄟ｜lmgn〕
鄘	〔广阝｜ysge〕
麂	〔广几｜jigj〕
裔	〔亠口｜yiwk〕
靖	〔立月｜jklo〕
新	〔立斤｜xblj〕
鄣	〔立阝｜vhle〕
歆	〔立人｜xblr〕
韵	〔立冫｜yyld〕
意	〔立心｜yilx〕
旒	〔方フ｜lqfv〕
雍	〔亠｜yswf〕
阖	〔门皿｜hemm〕
阗	〔门八｜tmmb〕
阘	〔门习｜tamx〕
阙	〔门人｜qtmr〕
羧	〔夂｜soyw〕
豢	〔豕shǐ｜hrju〕
誊	〔口｜tgjk〕
粳	〔米更｜jkmg〕
粮	〔米良｜llml〕
数	〔米攵｜uumw・uomw〕
煎	〔丷灬｜jmbh〕
猷	〔丷犬｜yzbq〕
塑	〔丷土｜subt〕
慈	〔丷心｜cibx〕
煤	〔火木｜mwhm〕
煳	〔火月｜huho〕
煜	〔火立｜yuhl〕
煨	〔火ㄟ｜wwhn〕
煅	〔火又｜drhy〕
煌	〔火王｜hlhw〕
煊	〔火一｜xrha〕
煸	〔火艹｜bmhc〕
煺	〔火辶｜tvhz〕
滟	〔氵巴｜yjdb〕
溱	〔氵禾｜qbdh・vfdh〕
溘	〔氵皿｜kedm〕
滠	〔氵又｜uedy〕
满	〔氵两｜mjdl〕
漭	〔氵廾｜mhdc〕
漠	〔氵大｜modd〕
滢	〔氵玉｜ykdy〕
滇	〔氵八｜dmdb〕
溥	〔氵寸｜pudc〕
溧	〔氵木｜lidm〕
溽	〔氵寸｜rudc〕
源	〔氵小｜yrdx〕
滤	〔氵心｜lvdx〕
滥	〔氵皿｜ljdm〕
裟	〔氵𧘇｜uady〕
溻	〔氵习｜tadx〕
溷	〔氵豕shǐ｜hydu〕
溦	〔氵攵｜wwdw〕
滗	〔氵毛｜bidm〕
滫	〔氵月｜xqdo〕
溴	〔氵犬｜xqdq〕
滏	〔氵一｜fuda〕
滔	〔氵臼｜tcdj〕
溪	〔氵大｜xidd〕
滃	〔氵习｜wgdx〕
溜	〔氵田｜lqdt〕
滦	〔氵木｜lrdm〕
漓	〔氵丶｜lidd〕
滚	〔氵𧘇｜gydy〕
溏	〔氵口｜thdk〕
滂	〔氵方｜phdf〕
溢	〔氵皿｜yidm〕
溯	〔氵月｜sudo〕
滨	〔氵八｜bbdb〕
溶	〔氵口｜rsdk〕
滓	〔氵十｜zidu〕
溟	〔氵八｜mkdb〕
滘	〔氵口｜jndk〕
溺	〔氵冫｜nidd・nndd〕
滍	〔氵虫｜vidi〕
粱	〔氵米｜lldm〕
滩	〔氵｜tjdf〕
滪	〔氵人｜yudr〕
愫	〔忄小｜suxx〕
慑	〔忄又｜uexy〕
慎	〔忄八｜ufxb〕
慥	〔忄辶｜zcxz〕
慊	〔忄ㄟ｜qmxn・qpxn〕
誉	〔⺍口｜yuxk〕
鲎	〔⺍鱼｜hzxa〕
塞	〔宀土｜sebt・sdbt〕
骞	〔宀马｜qmbm〕
寞	〔宀大｜mobd〕
窥	〔宀见下｜kvbe〕
窦	〔宀大｜dzbd〕
窠	〔宀果｜kebg〕
窣	〔宀十｜subu〕
窟	〔宀出｜kubi〕
寝	〔宀又｜qbby〕
谨	〔讠一｜jbya〕
裱	〔衤𧘇｜bnpy〕
褂	〔衤卜｜gxpb〕
褚	〔衤日｜iupo・vepo・vupo〕
裸	〔衤果｜lopg〕
裼	〔衤勿｜tipw・xipw〕
裨	〔衤十｜bipu・pipu〕
裾	〔衤口｜jupk〕
裰	〔衤又｜dopy〕
禊	〔礻大｜xipd〕
福	〔礻田｜fupt〕
谩	〔讠又｜mjyy〕
谪	〔讠口｜veyk〕
谫	〔讠刀｜jmyd〕
谬	〔讠ノ｜mqyp〕
群	〔尹羊｜qyyy〕
殿	〔尸又｜dmuy〕
辟	〔尸十｜piuu・biuu〕
障	〔阝十｜vheu〕
媾	〔女冉｜gznr〕
嫫	〔女大｜mond〕
媳	〔女心｜xinx〕
媲	〔女匕｜pinb〕
嫒	〔女又｜ainy〕
嫉	〔女矢｜jinu〕
嫌	〔女ㄟ｜xmnn〕
嫁	〔女豕shǐ｜jxnu〕
嫔	〔女八｜pbnb〕
媸	〔女虫｜iini〕
叠	〔又且｜dpyq〕
缙	〔纟日｜jbso〕
缜	〔纟八｜vfsb〕
缚	〔纟寸｜fusc〕
缛	〔纟寸｜rusc〕
辔	〔纟口｜pwsk〕
缝	〔纟辶｜fgsz〕
骝	〔马田｜lqmt〕
缟	〔纟口｜gcsk〕
缠	〔纟里｜ijsl〕
缡	〔纟丶｜lisd〕
缢	〔纟皿｜yism〕
缣	〔纟ㄟ｜jmsn〕
缤	〔纟八｜bbsb〕
骟	〔马习｜ujmx〕
剿	〔フ刂｜icvd・jnvd〕
耥	〔耒lěi口｜thlk〕
璈	〔王攵｜aoww〕
静	〔丨｜jkfl〕
碧	〔王石｜biwu〕
瑶	〔王缶fǒu｜ycwf〕
璃	〔王丶｜liwd〕
瑭	〔王口｜thwk〕
瑢	〔王口｜rswk〕
獒	〔犬｜aofq〕
赘	〔人｜vvfr〕
熬	〔灬｜aofh〕
觏	〔一见下｜gzae・gzje〕
慝	〔匚心｜tekx〕
嫠	〔未女｜liwn〕
韬	〔韦臼｜tcwj〕
髦	〔一毛｜mcam〕
墈	〔土力｜kjtl〕
墙	〔土口｜qltk〕
摽	〔扌小｜bnfx〕
墟	〔土业｜xuty〕
墁	〔土又｜mjty〕
撂	〔扌口｜lnfk〕
摞	〔扌小｜lofx〕
嘉	〔士口｜jxuk〕
摧	〔扌｜cvff〕
撄	〔扌女｜ykfn〕
赫	〔土丶｜hetd〕
截	〔十｜jpuf〕
翥	〔耂习｜vulx〕
踅	〔扌人｜xtfr〕
誓	〔扌口｜uifk〕
銎	〔工金｜qsgj〕
摭	〔扌灬｜vifh〕
墉	〔土丨｜ystl〕
境	〔土儿｜jkte〕
摘	〔扌口｜vdfk〕
墒	〔土口｜uhtk〕
摔	〔扌十｜ukfu〕
撇	〔扌攵｜ppfw〕
榖	〔士又｜guuy〕
撖	〔扌攵｜hjfw〕
綦	〔其上小｜qiqx〕
聚	〔耳ㄟ｜juen〕
蔫	〔艹灬｜nmch〕
蔷	〔艹口｜qlck〕
靺	〔革末｜mogm〕
靼	〔革一｜daga〕
鞅	〔革央｜yhgy〕
靽	〔革半｜bjgb〕
鞁	〔革又｜bwgy〕
靿	〔革力｜ycgl〕
蔌	〔艹人｜sucr〕
慕	〔艹｜mucx〕
暮	〔艹日｜muco〕
摹	〔艹手｜mocu〕
蔓	〔艹又｜mjcy・wjcy〕
蔑	〔艹戍｜mpcu〕
薨	〔艹匕｜hscb〕
蔸	〔艹儿｜dzce〕
蓰	〔艹人｜xicr〕
蔹	〔艹攵｜lmcw〕
蔡	〔艹小｜cdcx〕
蔗	〔艹灬｜vech〕
蔟	〔艹矢｜cucu〕
蔺	〔艹｜lbcf〕
戬	〔亚戈｜jmyg〕
蔽	〔艹攵｜bicw〕
蕖	〔艹木｜qucm〕
蔻	〔艹又｜kzcy〕
蓿	〔艹百｜xucb〕
蔼	〔艹フ｜aicv〕
斡	〔十十｜wouu〕
熙	〔匚灬｜xikh〕
蔚	〔艹寸｜wwcc・yucc〕
鹕	〔十鸟｜huun〕
兢	〔十儿｜jkue〕
嘏	〔十又｜guuy〕
蓼	〔艹ノ｜lncp・lucp〕
榛	〔木禾｜vfmh〕
榧	〔木非｜fwmf〕
模	〔木大｜momd・mumd〕
槚	〔木人｜jxmr〕
槛	〔木皿｜kjmm・jmmm〕
榻	〔木习｜tamx〕
榫	〔木十｜symu〕
槜	〔木乃｜zvmn〕
榭	〔木寸｜xpmc〕
槔	〔木十｜gcmu〕
榴	〔木田｜lqmt〕
槁	〔木口｜gcmk〕
榜	〔木方｜bhmf〕
槟	〔木八｜bbmb・bkmb〕
榨	〔木乍｜vamv〕
榕	〔木口｜rsmk〕
槠	〔木日｜vumo〕
榷	〔木｜qtmf〕
榍	〔木月｜xpmo〕
歌	〔丁人｜gear・gedr〕
遭	〔辶日｜zczo〕
僰	〔一人｜boar〕
酵	〔酉yǒu子｜jnyz〕
酽	〔酉yǒu严｜yjyy〕
酾	〔酉yǒu丽｜udyl・uiyl〕
酲	〔酉yǒu王｜igyw〕
酷	〔酉yǒu口｜kuyk〕
酶	〔酉yǒu母｜mwym〕
酴	〔酉yǒu余下｜tuyh〕
酹	〔酉yǒu寸｜lwyc〕
酿	〔酉yǒu良｜nlyl〕
酸	〔酉yǒu夂｜sryw〕
厮	〔厂斤｜siij〕
碶	〔石大｜qiud〕
碡	〔石母｜vzum〕
碟	〔石木｜dpum〕
碴	〔石一｜iaua〕
碱	〔石口｜jmuk〕
碣	〔石フ｜jpuv・yauv〕
碳	〔石火｜tjuh〕
碲	〔石巾｜diuj〕
磋	〔石工｜coug〕
磁	〔石幺｜ciuy〕
碹	〔石一｜xrua〕
碥	〔石艹｜bmuc〕
愿	〔厂心｜yrix〕
劂	〔厂刂｜jtid〕
臧	〔戊wù臣｜zhwi〕
豨	〔豕shǐ巾｜xiuj〕
殡	〔歹八｜bbdb〕
需	〔雨而｜xuye〕
霆	〔雨廴｜tkyz〕
霁	〔雨丨｜jiyl〕
辕	〔车𧘇｜yriy〕
辖	〔车口｜xxik〕
辗	〔车ㄟ｜nmin・vjin〕
蜚	〔非虫｜fwfi〕
裴	〔非𧘇｜pwfy〕
翡	〔非习｜fwfx〕
雌	〔止｜civf〕
龇	〔止匕｜zivb〕
龈	〔止艮｜kfvg・ybvg〕
睿	〔丨目｜rvlo〕
裳	〔𧘇｜ihxy・uhxy〕
颗	〔果人｜kegr〕
夥	〔果夕｜hogx〕
瞅	〔目火｜izoh〕
瞍	〔目又｜szoy〕
睽	〔目天｜kvot〕
墅	〔里土｜uult〕
嘞	〔口力｜lekl・lwkl〕
嘈	〔口日｜ccko〕
嗽	〔口人｜szkr〕
嘌	〔口小｜pnkx〕
嘁	〔口小｜qikx〕
嘎	〔口戈｜gakg〕
暧	〔日又｜aioy〕
暝	〔日八｜mkob〕
踌	〔寸｜izzc〕
踉	〔良｜llzl〕
跽	〔心｜jizx〕
踊	〔用｜yszy〕
蜻	〔虫月｜qkio〕
蜞	〔虫八｜qiib〕
蜡	〔虫日｜laio〕
蜥	〔虫斤｜xiij〕
蜮	〔虫一｜yuia〕
蜾	〔虫果｜goig〕
蝈	〔虫玉｜goiy〕
蜴	〔虫勿｜yiiw〕
蝇	〔虫电｜ykid〕
蜘	〔虫口｜viik〕
蜱	〔虫十｜piiu〕
蜩	〔虫口｜tnik〕
蜷	〔虫フ｜qriv〕
蝉	〔虫丨｜ijil〕
蜿	〔虫フ｜wjiv〕
螂	〔虫阝｜lhie〕
蜢	〔虫皿｜mgim〕
嘘	〔口业｜uiky・xuky〕
嘡	〔口土｜thkt〕
鹗	〔口鸟｜eekn〕
嘣	〔口月｜bgko〕
嘤	〔口女｜ykkn〕
嘚	〔口寸｜dekc〕
嘛	〔口木｜makm〕
嘀	〔口口｜dikk〕
嗾	〔口矢｜szku〕
嘧	〔口山｜mike〕
罴	〔罒灬｜pish〕
罱	〔罒干｜ljsg〕
幔	〔巾又｜mjjy〕
嶂	〔山十｜vheu〕
幢	〔巾里｜iljl・vljl〕
赙	〔冂寸｜fukc〕
罂	〔冂缶fǒu｜ykkf〕
赚	〔冂ㄟ｜vrkn〕
骷	〔骨口｜kugk〕
骶	〔骨氐｜digd〕
鹘	〔骨鸟｜gugn・hugn〕
锲	〔钅大｜qpjd〕
锴	〔钅白｜kdjb〕
锶	〔钅心｜sijx〕
锷	〔钅亏｜eejk〕
锸	〔钅臼｜iajj〕
锹	〔钅火｜qnjh〕
锻	〔钅又｜drjy〕
锽	〔钅王｜hljw〕
锾	〔钅又｜hrjy〕
锵	〔钅寸｜qljc〕
锿	〔钅𧘇｜aijy〕
镀	〔钅又｜dujy〕
镁	〔钅大｜mwjd〕
镂	〔钅女｜lzjn〕
镃	〔钅幺｜zijy〕
镄	〔钅人｜fwjr〕
镅	〔钅目｜mwjo〕
舞	〔ノ丨｜wupl〕
犒	〔牛口｜kcnk〕
舔	〔千｜tmqx〕
稳	〔禾心｜wfhx〕
熏	〔ノ灬｜xyph〕
箐	〔月｜jkvo・qkvo〕
箦	〔人｜zevr〕
箧	〔夹｜qpvj〕
箍	〔巾｜guvj〕
箸	〔日｜vuvo〕
箨	〔丨｜tovl〕
箕	〔八｜jivb〕
箬	〔口｜rovk〕
算	〔廾｜srvc〕
箅	〔丨｜bivl〕
箩	〔夕｜lovx〕
箪	〔丨｜djvl〕
箔	〔白｜bovb〕
管	〔㠯｜grvk〕
箜	〔工｜ksvg〕
箢	〔フ｜yrvv〕
箫	〔肃｜xnvs〕
箓	〔氺｜luvu〕
毓	〔ノフ｜yupv〕
舆	〔ノ八｜yupb〕
僖	〔亻口｜xirk〕
儆	〔亻攵｜jkrw〕
僳	〔亻米｜surm〕
僚	〔亻小｜lnrx〕
僭	〔亻日｜jmro〕
僬	〔亻灬｜jnrh〕
劁	〔亻刂｜qnrd〕
僦	〔亻尤｜jqry〕
僮	〔亻里｜tsrl・vlrl〕
僧	〔亻日｜sgro〕
鼻	〔自丨｜bizl〕
魄	〔白鬼｜pobg〕
魅	〔鬼未｜mwgw〕
魃	〔鬼丶｜bagd〕
魆	〔鬼フ｜xugv〕
睾	〔ノ干｜gcpg〕
艋	〔舟皿｜mgvm〕
鄱	〔ノ阝｜pope〕
貌	〔豸zhì儿｜mcve〕
膜	〔月大｜mood〕
膊	〔月寸｜booc〕
膈	〔月丨｜geol〕
膀	〔月方｜bhof・phof〕
膑	〔月八｜bbob〕
鲑	〔鱼土｜gvat・xpat〕
鲔	〔鱼月｜wwao〕
鲙	〔鱼厶｜kkas〕
鲚	〔鱼丨｜jial〕
鲛	〔鱼乂｜jnax〕
鲜	〔鱼羊｜xmay〕
鲟	〔鱼寸｜xyac〕
疑	〔匕人｜nibr・yibr〕
獐	〔犭十｜vhqu〕
獍	〔犭儿｜jkqe〕
飗	〔几田｜lqjt〕
觫	〔束｜sudu〕
雒	〔夂｜lowf〕
孵	〔卵子｜fulz〕
夤	〔夕八｜ybxb〕
馑	〔饣一｜jbua〕
馒	〔饣又｜mjuy〕
銮	〔亠金｜lrwj〕
裹	〔亠𧘇｜gowy〕
敲	〔亠又｜qnwy〕
豪	〔亠豕shǐ｜hcwu〕
膏	〔亠月｜gcwo〕
塾	〔亠土｜uuwt〕
遮	〔辶灬｜vezh〕
麽	〔广么｜mogm〕
廙	〔广八｜yigb〕
腐	〔广人｜fugr〕
瘩	〔疒口｜dabk〕
瘌	〔疒刂｜labd〕
瘗	〔疒土｜yibt〕
瘟	〔疒皿｜wfbm〕
瘦	〔疒又｜uzby〕
瘊	〔疒矢｜hzbu〕
瘥	〔疒工｜cobg・idbg〕
瘘	〔疒女｜lzbn〕
瘙	〔疒虫｜scbi〕
廖	〔广ノ｜lngp〕
辣	〔立束｜lalu〕
彰	〔立ノ｜vhlp〕
竭	〔立フ｜jplv〕
韶	〔立口｜uclk〕
端	〔立而｜drle〕
旗	〔方八｜qifb〕
旖	〔方口｜yifk〕
膂	〔方月｜lvfo〕
阚	〔门攵｜hjmw・kjmw〕
鄯	〔羊阝｜ujye〕
鲞	〔鱼｜xlja〕
精	〔米月｜jkmo〕
粼	〔米フ｜lbmv〕
粹	〔米十｜cvmu〕
粽	〔米小｜zsmx〕
糁	〔米ノ｜sjmp・ufmp〕
歉	〔丷人｜qmbr〕
槊	〔丷木｜uobm〕
鹚	〔丷鸟｜cibn〕
弊	〔丶廾｜bidc〕
熄	〔火心｜xihx〕
熘	〔火田｜lqht〕
熔	〔火口｜rshk〕
煽	〔火习｜ujhx〕
熥	〔火辶｜tghz〕
潢	〔氵八｜gldb・hldb〕
潆	〔氵小｜ykdx〕
潇	〔氵肃｜xnds〕
漤	〔氵女｜ljdn〕
漆	〔氵氺｜qidu〕
漕	〔氵日｜ccdo〕
漱	〔氵人｜uudr〕
漂	〔氵小｜pndx〕
滹	〔氵乎｜hudh〕
漫	〔氵又｜mjdy〕
漯	〔氵小｜lodx・lwdx・tadx〕
漶	〔氵心｜hrdx〕
潋	〔氵攵｜lmdw〕
潴	〔氵日｜vudo〕
漪	〔氵口｜yidk〕
漉	〔氵匕｜ludb〕
漳	〔氵十｜vhdu〕
滴	〔氵口｜didk〕
漩	〔氵人｜xrdr〕
漾	〔氵永｜yhdy〕
演	〔氵八｜yjdb〕
澉	〔氵攵｜gjdw〕
漏	〔氵雨｜lzdy〕
潍	〔氵｜wwdf〕
慢	〔忄又｜mjxy〕
慷	〔忄ㄟ｜khxn〕
慵	〔忄丨｜ysxl〕
寨	〔宀朩｜vdbm〕
赛	〔宀人｜sdbr〕
搴	〔宀手｜qmbu〕
